genre	dataset	year	sid	score	sentence1	sentence2
main-news	MSRpar	2012test	0521	4.000	ICC'nin kriket yöneticisi David Richardson, "Kesintisiz veya noktalı beyaz çizgi kullanıp kullanmamaya karar vermedik, ancak bu uygulamaya değer bir deney" dedi.	ICC'nin kriket yöneticisi Dave Richardson, "Kesintisiz veya noktalı beyaz çizgi kullanıp kullanmamaya karar vermedik" dedi.
main-news	MSRpar	2012test	0522	3.000	Shinseki, Vietnam'da mücadele ve ABD'nin Bosna'daki barışı koruma çabalarını içeren 38 yıllık kariyerinin ardından Çarşamba günü emekli oldu.	Shinseki'nin kariyeri, Vietnam'da savaş ve ABD'nin Bosna'daki barışı koruma çabaları başkanıydı.
main-news	MSRpar	2012test	0523	3.250	Bölüm ayrıca devlet sağlık laboratuvarına su ve toprak örnekleri gönderdi.	Su numuneleri analiz için eyalet sağlık departmanına gönderiliyor.
main-news	MSRpar	2012test	0524	3.400	"Ancak bu, sivilleri korumak için mümkün olan her şeyi yapma zorunluluğunu ortadan kaldırmıyor ve bizim gördüğümüz bu değil."	"Ancak bu, sivillerin zarar görmesini en aza indirmek için mümkün olan her şeyi yapma sorumluluğunu ortadan kaldırmaz."
main-news	MSRpar	2012test	0525	2.000	Rowland'ın avukatı Ross Garber, Salı günü toplantıya katılacağını ve konu hakkında konuşmak istediğini söyledi.	Rowland'ın hukuk müşaviri Ross Garber, valinin kınamak anlaşması hakkında yorum yapmayacağını söyledi.
main-news	MSRpar	2012test	0529	3.400	Daha önce doğu Java'dan sırıtan teknisyeni sadece televizyonda görmüştü.	Bay Hughes, Amrozi'nin yüzünü, Doğu Java'dan sırıtan tamircinin kötü şöhretli resimlerini televizyonda görmüştü.
main-news	MSRpar	2012test	0530	2.800	İki yıl sonra sigorta kapsamı başlayacaktı.	Anlaşmaya göre, ilaç yardımları için Medicare kapsamı 2006 yılında başlayacak.
main-news	MSRpar	2012test	0531	3.200	NASA uydu görüntüleri, Arktik buzulunun on yılda yaklaşık yüzde 10 oranında küçüldüğünü gösteriyor.	Araştırmacılar, Kuzey Kutbu'ndaki deniz buzunun her on yılda yüzde 9 oranında kaybolduğunu buldu.
main-news	MSRpar	2012test	0533	3.200	"Biyoteknoloji ürünleri, eğer varsa, tüm testler nedeniyle geleneksel ürünlerden daha güvenli olabilir," diyen Fraley, 18 ülkenin biyoteknolojiyi benimsediğini de sözlerine ekledi.	Monsanto'nun başkan yardımcısı Robert Fraley, "Biyoteknoloji ürünleri, eğer varsa, tüm testler nedeniyle geleneksel ürünlerden daha güvenli olabilir" dedi.
main-news	MSRpar	2012test	0536	4.750	Yüksek lisans derecesine sahip ulusal bir kurul sertifikalı öğretmen olan Kelley, 30. yılında 65.000 $ maaş alıyor.	Ulusal kurul sertifikalı ve yüksek lisans derecesine sahip bir öğretmen olan Kelley, 30. öğretim yılında 65.000 $ kazanıyor.
main-news	MSRpar	2012test	0537	3.250	Viyana'da, UAEA ElBaradei'nin daveti kabul edeceğini söyledi, ancak henüz bir tarih belirlenmemişti.	Viyana'da, Uluslararası Atom Enerjisi Ajansı Pazartesi günü ElBaradei'nin İran'ın davetini kabul ettiğini, ancak henüz tarih belirlenmediğini söyledi.
main-news	MSRpar	2012test	0539	4.250	Salgın, Kasım ayında anakaranın Guangdong eyaletinde başladı, ancak Çin Halk Cumhuriyeti, dört ay boyunca yayıldığını doğru bir şekilde bildirmeyi reddetti.	ÇHC salgını Kasım ayında Guandong eyaletinde başladı, ancak Komünist Parti hükümeti dört aydır yayıldığını doğru bir şekilde bildirmeyi reddetti.
main-news	MSRpar	2012test	0540	5.000	Conte, Druce cinayetle suçlanacağını söyledi.	Conte, Druce'un cinayetle suçlanacağını söyledi.
main-news	MSRpar	2012test	0541	1.600	Bu, bir önceki dönemde 35,18 milyon dolar veya hisse başına 24 sent ile karşılaştırıldı.	Kazançlar, bir yıl önceki dönemde tekrar etmeyen 8 milyon dolarlık vergi avantajından etkilendi.
main-news	MSRpar	2012test	0543	3.800	Georgia'daki Young Harris Junior College'dan bir solak olan Nick Markakis, yedinci seçimle Orioles'e gitti.	Ardından Baltimore, Georgia'daki Young Harris Junior College'dan solak bir atıcı ve dış saha oyuncusu olan Nick Markakis'i aldı.
main-news	MSRpar	2012test	0544	3.500	Şehrin bizimle çalışmayı ve bu konuda iyi niyetli tartışmalara girmeyi kabul edeceğinden umutluyuz. "	Alhart, valinin "şehrin bizimle çalışmaya ve iyi niyetli tartışmalara girmeye devam edeceğinden umutlu olduğunu" söyledi.
main-news	MSRpar	2012test	0545	4.750	Bazı kadınlar, pek çok kadının bedensel mükemmellik arayışında estetik cerrahiye dönmesinden de endişe duyuyor.	Bazı kadınlar, her zamankinden daha fazla insanın bedensel mükemmellik arayışında estetik cerrahiye yöneldiği bir toplumla ilgili endişelerini de dile getiriyor.
main-news	MSRpar	2012test	0546	3.000	Bildirim ilk olarak Cuma günü MSNBC tarafından bildirildi.	MSNBC.com, CIA talebini ilk olarak Cuma günü bildirdi.
main-news	MSRpar	2012test	0549	3.000	Ancak dün Herald tarafından incelenen Haziran sayısında Peter Hollingworth'un fotoğrafı yok.	Ancak dün The Age tarafından incelenen derginin Haziran sayısında Dr Hollingworth'un fotoğrafı yok.
main-news	MSRpar	2012test	0551	3.250	"Bu konuda Suudilerle çalışmaya devam ediyoruz, ancak bu trajik olay sırasında talep ettiğimiz ek güvenliği sağlamadılar."	Jordan, "Ancak bu trajik olay sırasında talep ettiğimiz güvenliği sağlamadılar" dedi.
main-news	MSRpar	2012test	0553	3.250	DEI tarafından yayınlanan bir açıklamada, Green'in Lowe Motor Speedway'deki Winston Open'da önümüzdeki haftadan itibaren arabayı geçici olarak sürmeye başlayacağını söyledi.	Green'in Dale Earnhardt Inc. 1 numaralı Chevrolet'deki Park'ın yerini alacağı ve önümüzdeki hafta Lowe's Motor Speedway'de Winston Open ile başlayacağı açıklandı.
main-news	MSRpar	2012test	0554	3.750	Costa'nın yarı final rakibi, geçen yılki finalde yendiği İspanyol Juan Carlos Ferrero.	Costa, geçen yılki finalin bir sonraki rövanş maçında Juan Carlos Ferrero ile oynayacak.
main-news	MSRpar	2012test	0555	4.250	Doktorlar, vücudun kendi östrojeninin hücre hasarına karşı koruduğunu ve kan akışını iyileştirdiğini iddia ettiler.	İnançları, östrojenin hücre hasarını önlediği ve kan akışını iyileştirdiği spekülasyonlarına dayanıyordu.
main-news	MSRpar	2012test	0556	1.200	Teknoloji bağlantılı Nasdaq Bileşik Endeksi <.IXIC> 8,27 puan veya yüzde 0,51 ekleyerek 1,633,53'e ulaştı.	Daha geniş olan Standard & Poor's 500 Endeksi .SPX 4,3 puan veya yüzde 0,44 artışla 980,52'ye yükseldi.
main-news	MSRpar	2012test	0558	5.000	Alay sözcüsü Kaptan Michael Calvert'e göre, kayıplar arasında hiçbir Amerikalı bildirilmedi.	Alay sözcüsü Kaptan Michael Calvert, kayıpların hiçbirinin Amerikalı olmadığını söyledi.
main-news	MSRpar	2012test	0559	3.000	Seçme hakları olduğunu düşünüyoruz.	Ellison, "PeopleSoft müşterilerinin seçme hakkını hak ettiğini düşünüyoruz" dedi.
main-news	MSRpar	2012test	0560	3.600	Soruşturma kurulu üyesi Scott Hubbard, "Dumanı tüten silahı bulduk" dedi.	NASA'nın California'daki Ames Araştırma Merkezi direktörü Hubbard, "Dumanı tüten silahı bulduk" dedi.
main-news	MSRpar	2012test	0563	1.800	Armstrong İlçe Bölge Savcısı Scott Andreassi, "Bu çocuk ölümüne ihmal edildi," dedi.	Armstrong County Bölge Savcısı Scott Andreassi, evdeki birçok aile fotoğrafında Kristen'ın yer almadığını söyledi.
main-news	MSRpar	2012test	0564	4.000	Microsoft Cuma günü yaptığı açıklamada, Apple Computer'ın Safari tarayıcısından gelen rekabete atıfta bulunarak Internet Explorer tarayıcısının gelecekteki Macintosh sürümlerinin geliştirilmesini durdurduğunu söyledi.	Microsoft, Macintosh bilgisayarlar için Internet Explorer tarayıcı yazılımının sürümlerini geliştirmeyi durduracak ve Apple'ın Safari'sinin artık Apple'ın ihtiyacı olan tek şey olduğunu söyleyecektir.
main-news	MSRpar	2012test	0565	3.800	Chapman hemen tutuklanmadı ve 3 Temmuz'da mahkemeye çıkması bekleniyor.	Savcılar, tutuklanmayan Bay Chapman'ın önümüzdeki Perşembe günü mahkemeye çıkarılmasının beklendiğini söyledi.
main-news	MSRpar	2012test	0566	2.400	Başkanın kampanya başkanı Salı günü yaptığı açıklamada, Başkan Bush'un 262.000 Amerikalının katkılarıyla son üç ayda yeniden seçim kampanyası için 49,5 milyon dolar rekor kırdığını söyledi.	Başkan Bush'un kampanyası Salı günü yaptığı açıklamada, Mayıs ayında yeniden seçim kampanyasına başladığından bu yana 83,9 milyon dolar topladı ve harcayacak 70 milyon doları kaldı.
main-news	MSRpar	2012test	0567	2.800	Ohio, Indiana ve Michigan'daki yetkililer cesetleri aradı.	Şimdiye kadar yetkililer, Pennsylvania, Ohio, Indiana ve Michigan'daki alanları da aradılar.
main-news	MSRpar	2012test	0568	3.200	Avrupalı hükümetlerin "asılsız, bilimsel olmayan korkular nedeniyle tüm yeni biyo-mahsulleri engellediğini söyledi.	Bush, "Asılsız, bilimsel olmayan korkular nedeniyle tüm yeni biyo-ekinleri engellediler" dedi.
main-news	MSRpar	2012test	0569	3.000	Bir soru, BM'nin savaş için yetkilendirmesine karşı suçlamaya liderlik ederek Washington'u çileden çıkaran Fransa'nın "Evet" mi yoksa çekimser mi oylayacağıydı.	BM'nin savaşa onay vermesine yönelik suçlamaya liderlik ederek Washington'u çileden çıkaran Fransa da değişiklik arayışında oldu.
main-news	MSRpar	2012test	0570	3.400	Luzerne İlçe Savcısı David Lupas Pazartesi günü düzenlediği basın toplantısında yetkililerin davada `` önemli ilerleme kaydetmeye devam ettiğini '' söyledi.	Bu ölümlerle ilgili herhangi bir suçlama yapılmadı, ancak Luzerne İlçe Bölge Savcısı David Lupas, yetkililerin davada "önemli ilerleme kaydetmeye devam ettiğini" söyledi.
main-news	MSRpar	2012test	0571	3.800	ABD Konferans Kurulu, ilk çeyrek anketinde 53'e düşen son ticari güven ölçüsünün 60'ı bulduğunu söyledi.	Konferans Kurulu, 2003'ün ilk çeyreğinde 53'e düşen ticari güven ölçüsünün, en son ikinci çeyrekte 60'a yükseldiğini söyledi.
main-news	MSRpar	2012test	0573	3.250	Hukuk temsilcileri, anlaşmayı görüşmek üzere geçen hafta davacıların avukatlarıyla görüşmeye başladı.	Hem başpiskopos hem de davacıların avukatları, mahkeme dışı anlaşmaya varmak için geçen hafta toplantıya başladı.
main-news	MSRpar	2012test	0574	1.500	Daha sonra yaşlılar, 3.450 dolara kadar ilaç maliyetlerinin yüzde 50'sini ödemek zorunda kalacaklardı.	Bunun üzerinde, Medicare tüm ilaç maliyetlerinin yüzde 90'ını ödeyecekti.
main-news	MSRpar	2012test	0576	2.800	Gösterişli girişimci, Avustralya Turizm Bakanı Joe Hockey ile Londra'da yaptığı görüşmenin ardından plana işaret etti.	Sir Richard, Avustralya Turizm Bakanı Joe Hockey ile Londra'da yaptığı görüşmeden sonra konuştu.
main-news	MSRpar	2012test	0577	3.200	Greenspan'ın Salı günü Kongre'ye ABD ekonomisinin "uzun süreli bir büyüme dönemine girebileceğini" söylemesinin ardından devlet tahvilleri keskin bir şekilde satıldı.	Greenspan Salı günü Kongre'ye verdiği demeçte, ABD ekonomisinin "sürekli bir büyüme dönemine girebileceğini" söyledi.
main-news	MSRpar	2012test	0579	2.000	Kathy Nicolo (Jennifer Connelly) için ev, istikrar ve aile demektir.	Kathy Nicolo (Jennifer Connelly), ailesinin hayatının parçalandığını öğrenmemesi için çaresizdir.
main-news	MSRpar	2012test	0581	3.400	Tedarik Yönetimi Enstitüsü'nün imalat dışı faaliyet endeksinin Nisan ayında beklenmedik bir şekilde yükseldiği bildirildi.	Tedarik Yönetimi Enstitüsü, imalat dışı faaliyet endeksinin Mart ayında 47,9'dan 50,7'ye yükseldiğini söyledi.
main-news	MSRpar	2012test	0583	4.600	DSÖ sözcüsü Maria Cheng, "Bu, münferit bir olaya çok benziyor" diyerek kabul etti.	Dünya Sağlık Örgütü sözcüsü Maria Cheng, "Bu, münferit bir olay gibi görünüyor" dedi.
main-news	MSRpar	2012test	0584	3.250	Polis, iki küçük çocuğunun dairede iki gün kadar yalnız kaldığını söyledi.	Polis, iki küçük çocuğunun ölü yatarken iki güne kadar orada yalnız kaldığını söyledi.
main-news	MSRpar	2012test	0585	3.750	Jackson Heights'taki 35. Cadde'den 64 yaşındaki Rahip John F. Johnston, ağır taciz ve suçlu silah bulundurmakla suçlandı.	64 yaşındaki Rahip John Johnston, bir polis açıklamasına göre, telefon görüşmesi durumunda ağır taciz ve bir silahı suçlu bulundurmakla suçlandı.
main-news	MSRpar	2012test	0587	4.500	Anlaşma, avukatlık ücretleri ve masrafları için 4,1 milyon dolar içeriyor.	Davacıların avukatları anlaşmadan 4,1 milyon dolar alacak.
main-news	MSRpar	2012test	0588	3.667	Şimdilik üç oy yok onu öldürmez.	ACC'nin genişlemesini bitirmek üç oy alacaktı.
main-news	MSRpar	2012test	0589	3.333	Kanada da dahil olmak üzere 42 ülkeden 660 tutuklu tutuluyor, çoğu Afganistan'daki El Kaide ağına karşı savaş sırasında yakalandı.	42 ülkeden 660 tutuklu Guantanamo Körfezi'ndeki Deniz üssünde tutuluyor ve çoğu Afganistan'da El Kaide'ye karşı yapılan savaş sırasında esir alındı.
main-news	MSRpar	2012test	0590	1.000	Kansas'ı kapsayan John A. Dvorak'a ulaşmak için (816) 234-7743'ü arayın veya jdvorak@kctar.com adresine e-posta gönderin.	Johnson County belediye muhabiri Brad Cooper'a ulaşmak için (816) 234-7724'ü arayın veya bcooper@kcstar.com adresine e-posta gönderin.
main-news	MSRpar	2012test	0591	1.000	Savcı Jim Hardin, kararı Kathleen Peterson'ın ailesi için bir zafer olarak nitelendirdi.	Kathleen Peterson'ın ailesinin üyeleri yoktu.
main-news	MSRpar	2012test	0593	5.000	Stone County Hemşirelik ve Rehabilitasyon Merkezi sosyal direktörü Alesha Badgley bu hafta "Şimdi söylemek istediği her şey bu."	Ve şimdi söylemek istediği her şey bu, "Stone County Hemşirelik ve Rehabilitasyon Merkezi sosyal yöneticisi Alesha Badgley doğruladı.
main-news	MSRpar	2012test	0594	5.000	2,3 milyon üyeli Piskoposluk Kilisesi'nin ulusal mezhebi, 77 milyon üyeli Anglikan Komünyonunun ABD şubesidir.	2,3 milyon üyesi olan Piskoposluk Kilisesi, 77 milyon yandaşı olan dünya çapındaki Anglikan Komünyonunun Amerikan şubesidir.
main-news	MSRpar	2012test	0595	3.400	Fiorina, "HP'nin artık bir entegrasyon hikayesi olmadığını söylerken kendime güveniyorum," dedi.	"Hala yapacak çok işimiz var, ancak HP'nin artık bir entegrasyon hikayesi olmadığından eminim."
main-news	MSRpar	2012test	0596	3.500	İngiliz polisi, gövdesi Thames Nehri'nde bulunan Afrikalı bir çocuğun şüpheli ritüel cinayetiyle ilgili olarak Salı günü erken saatlerde 21 kişiyi tutukladı.	Polis, başsız ve uzuvsuz gövdesi Thames nehrinde yüzen Nijeryalı genç bir çocuğun öldürülmesiyle ilgili olarak 21 kişiyi tutukladı.
main-news	MSRpar	2012test	0598	1.250	Öğleden sonra, Dow Jones endüstriyel ortalaması, Pazartesi günü Temmuz 2002'den bu yana en yüksek seviyesine 201 puan kazanarak 9,331,77 ile 12,81 veya yüzde 0,1 arttı.	Sabah işlemlerinde Dow Jones sanayi ortalaması, Pazartesi 201 puan kazanarak 9.310.20'de 8.76 veya yüzde 0.1 düşüş gösterdi.
main-news	MSRpar	2012test	0603	3.250	Eric Gagne, pek çok fırsatta 23. kurtarması için mükemmel bir dokuzuncu attı.	Gagne, 23. kurtarışı için mükemmel bir dokuzuncu vuruşta iki sayı attı.
main-news	MSRpar	2012test	0604	3.250	NASDAQ'da hisseler 52 haftanın en yüksek seviyesinin hemen altında, 1.54 $ artışla 32.17 $ 'dan kapandı.	EchoStar hisseleri ticareti Salı gününü 52 haftanın en yüksek seviyesi olan 32.17 $ 'dan kapadı.
main-news	MSRpar	2012test	0606	3.750	Janice Kelly, kocasının üst düzey MoD yetkililerinden adının kamuoyuna açıklanmayacağına dair güvence aldığını söyledi.	Soruşturmada, eşinin, bölüm müdüründen ve üst düzey bakanlık yetkililerinden, ortaya çıktığında isminin kamuoyuna açıklanmayacağına dair güvence aldığını söyledi.
main-news	MSRpar	2012test	0607	3.250	Suçlu bulundukları takdirde beş yıla kadar hapis ve 11 sayımın her biri için 250.000 dolar para cezası ile karşı karşıya kalacaklar.	Suçlu bulundukları takdirde, her biri beş yıla kadar hapis ve kazancın miktarına bağlı olarak 250.000 $ veya daha fazla para cezasıyla karşı karşıya.
main-news	MSRpar	2012test	0612	3.600	Wall Street, Kuzey Amerika'daki en büyük elektrik kesintisinin ardından ayağa kalkmak için çabalarken, ABD şirket tahvili getirisi Cuma günü sivilceli ticarette sıkılaştı.	Wall Street, Kuzey Amerika'daki en büyük elektrik kesintisinin ardından yeniden toplanırken, ABD hisse senetleri Cuma günü tüy kadar hafif hacimde hafif yükseldi.
main-news	MSRpar	2012test	0613	4.400	Hunt, yolculara neler olduğu anlatılmasa da tahliyenin sorunsuz geçtiğini söyledi.	Yolcular kendilerine neler olduğu söylenmemesine rağmen sorunsuz bir şekilde tahliye edildiğini söyledi.
main-news	MSRpar	2012test	0615	3.600	1993 ile 2002 arasında, 142 cinsel saldırı iddiası bildirildi.	1993'ten 2002'ye kadar akademide bildirilen 142 cinsel saldırı vardı.
main-news	MSRpar	2012test	0616	3.750	Weinshall'a göre Smith, birkaç saniye sonra basitçe "Aman Tanrım" dedi.	Kazadan sonraki saniyeler içinde, Kaptan Smith basitçe "Aman Tanrım" dedi.
main-news	MSRpar	2012test	0618	2.500	Cooley, Muhammed'in de Malvo için bir ön duruşmada tanık olarak çağrılacağını beklediğini söyledi.	Lee Boyd Malvo, diğer keskin nişancı zanlısı John Allen Muhammed'in duruşmasına tanık olarak çağrılacak.
main-news	MSRpar	2012test	0619	3.250	Kızı Linda Hope, "Gerçekten yüzünde bir gülümseme bıraktı ve son sözlerini bırakmadı," dedi.	"Bizi gerçekten yüzünde bir gülümsemeyle terk etti ve son sözlerini söylemedi ... Bize bir öpücük verdi ve hepsi bu" dedi.
